id_cliente,nome,idade,genero,estado,renda_mensal,tipo_cliente,qtd_compras_ultimos_12m,ticket_medio,tempo_como_cliente,visitas_site_mes,reclamacoes_12m,satisfacao,churn,cluster,pca1,pca2,perfil_cliente
52,Enrico Santos,25,Masculino,DF,5452.58,Produto,18,401.69,25,22,0,3,0,0,-0.09028206901927396,1.1916995566383646,Clientes Premium
53,Daniel Campos,61,Masculino,BA,5586.14,Ambos,47,214.28,47,11,0,3,0,2,2.23280489547316,-0.4910970017119602,Novatos em Potencial
54,Ana Clara Farias,57,Feminino,PE,5349.67,Ambos,21,153.98,21,16,1,3,0,0,-0.14092414031823255,-0.5518223421583912,Clientes Premium
55,Valentim Garcia,62,Feminino,MG,6469.0,Produto,17,185.46,19,21,0,5,0,0,-0.45700747089156274,-0.7516618068570874,Clientes Premium
56,Sr. Davi Fonseca,57,Masculino,BA,7317.19,Serviço,19,201.52,37,9,1,3,0,3,0.2956386797021925,-0.5150903901302373,"Alto Valor, Baixo Engajamento"
57,Diego Correia,47,Feminino,MG,6644.12,Serviço,14,527.62,29,25,0,5,0,0,-0.1614393792809369,1.3908847239050148,Clientes Premium
58,Melissa Almeida,60,Feminino,PR,2260.26,Serviço,2,207.39,6,2,0,5,0,3,-1.6128740333096871,-2.312219463723802,"Alto Valor, Baixo Engajamento"
59,Dom Aragão,32,Masculino,RJ,4845.8,Produto,12,340.94,52,7,1,5,0,2,0.6722673156435234,-1.0101987253309415,Novatos em Potencial
60,Maria Luiza Oliveira,47,Feminino,SP,5026.0,Serviço,20,474.42,27,15,0,3,0,1,0.10205639627171985,1.112411005561904,Clientes em Risco
61,João Miguel Moreira,66,Feminino,DF,2187.19,Ambos,49,295.86,56,7,1,2,0,2,2.8545069485781154,-0.2960529269485815,Novatos em Potencial
62,Pedro Miguel Moura,47,Masculino,DF,5083.96,Produto,4,283.53,4,14,0,2,0,3,-1.6846368990957719,0.4127084034262259,"Alto Valor, Baixo Engajamento"
63,Lucas Gabriel Machado,53,Feminino,PE,4553.07,Ambos,20,385.68,39,19,0,5,0,2,0.6144953145682692,-0.020565758765114864,Novatos em Potencial
64,Davi Lucas Siqueira,53,Feminino,PR,4751.74,Produto,28,388.84,29,14,3,3,0,1,0.5948287026979934,0.5553959616111409,Clientes em Risco
65,Mariane Rezende,67,Masculino,RS,7091.14,Serviço,33,258.94,50,8,0,3,0,2,1.558025458668704,-0.28020753110621693,Novatos em Potencial
66,Leonardo Albuquerque,35,Masculino,MG,5428.19,Ambos,10,150.51,22,4,2,2,1,3,-0.7100012923683016,-0.9184519629885264,"Alto Valor, Baixo Engajamento"
67,João Felipe Moura,63,Feminino,PE,5461.91,Serviço,1,202.93,14,17,1,3,1,0,-1.451875893299428,-0.23162456997732384,Clientes Premium
68,Olívia Gonçalves,42,Masculino,CE,7114.85,Serviço,49,306.16,58,27,1,5,0,2,2.772449664703779,0.36192130687101015,Novatos em Potencial
69,Ester Campos,18,Feminino,RS,3081.98,Ambos,9,465.84,23,17,0,4,0,0,-0.5290514446175546,0.5360058154723838,Clientes Premium
70,Alice Garcia,49,Masculino,PE,6030.07,Serviço,8,361.65,15,12,2,3,0,3,-1.0718194252032198,0.4188445468198106,"Alto Valor, Baixo Engajamento"
71,Dante Freitas,64,Masculino,SP,7874.71,Ambos,7,300.88,11,29,1,3,0,0,-1.3286236097618283,1.3559417011043593,Clientes Premium
72,Maria Isis Cavalcanti,23,Feminino,RS,5464.59,Produto,27,321.14,42,5,0,1,1,1,0.9954010688397049,0.4991425453078549,Clientes em Risco
73,Gustavo Henrique Pires,47,Feminino,PR,3454.35,Ambos,10,271.58,21,8,0,4,0,3,-0.6264875416227914,-1.0466696814670884,"Alto Valor, Baixo Engajamento"
74,Brenda Mendes,23,Masculino,SP,4920.73,Ambos,1,235.84,31,30,0,3,0,0,-0.6972014826802885,0.6611674860790892,Clientes Premium
75,Yago Castro,66,Masculino,RJ,6372.52,Produto,0,106.47,2,19,0,2,1,0,-2.039383210635333,-0.11060385778836372,Clientes Premium
76,Sra. Maria Vitória Lopes,54,Feminino,RJ,3213.76,Serviço,7,259.82,14,5,0,4,0,3,-1.0631907685065833,-1.3200701825514547,"Alto Valor, Baixo Engajamento"
77,Léo Cassiano,67,Masculino,PE,3569.39,Ambos,10,381.55,53,18,1,1,1,1,0.6972254157725447,1.3605592932773747,Clientes em Risco
78,Paulo Mendonça,43,Masculino,RJ,5091.14,Produto,12,221.81,46,3,0,4,0,2,0.38932823558962043,-1.472330734498544,Novatos em Potencial
79,João Felipe Ferreira,68,Feminino,BA,7726.87,Produto,2,399.45,37,21,1,3,0,3,-0.5405181839520196,1.3396244048419899,"Alto Valor, Baixo Engajamento"
80,Sra. Isabela Vasconcelos,18,Masculino,CE,7096.04,Ambos,26,224.57,55,13,0,5,0,2,1.413858319916925,-0.9949339548530882,Novatos em Potencial
81,Arthur Gabriel Machado,63,Feminino,CE,3414.96,Produto,6,286.23,10,19,0,5,0,0,-1.2387933543301806,-0.6871440423907275,Clientes Premium
82,Sr. Enrico Martins,47,Feminino,RJ,3456.36,Ambos,26,499.36,28,10,0,5,0,2,0.5184894733967396,-0.04783978675966945,Novatos em Potencial
83,Ana Sophia Albuquerque,35,Feminino,SP,4050.11,Produto,28,221.6,57,18,0,4,0,2,1.7522652554139388,-0.6596490724650845,Novatos em Potencial
84,Sra. Olivia Fernandes,49,Masculino,PR,6890.76,Produto,20,451.97,55,11,0,4,0,2,1.1339660235110627,0.5124084145578924,Novatos em Potencial
85,Dra. Heloísa Alves,53,Feminino,CE,9244.31,Produto,0,423.9,1,15,0,4,1,3,-2.1815004096583936,0.9340555428192702,"Alto Valor, Baixo Engajamento"
86,Isabella Brito,59,Masculino,RS,3538.52,Serviço,31,146.41,46,2,1,3,0,2,1.427512025057019,-1.6955112340514975,Novatos em Potencial
87,Dra. Elisa Pereira,37,Feminino,BA,4525.22,Produto,37,524.64,43,13,0,5,0,2,1.654172673426555,0.4014563045360902,Novatos em Potencial
88,Diogo Rezende,62,Masculino,DF,1200.0,Produto,8,177.07,30,3,0,4,0,3,-0.2872275006593235,-2.1663890033252913,"Alto Valor, Baixo Engajamento"
89,Vinicius da Mota,66,Feminino,DF,1200.0,Produto,11,143.98,45,8,1,4,0,2,0.48426843764789596,-2.0597428177387456,Novatos em Potencial
90,Clara Cavalcanti,56,Feminino,DF,4743.18,Ambos,3,244.12,19,7,1,3,0,3,-1.1374647189692597,-0.7105873735964635,"Alto Valor, Baixo Engajamento"
91,Gael Azevedo,26,Feminino,CE,5809.95,Ambos,1,409.17,18,22,0,5,0,0,-1.2612921787657088,0.44298093595385285,Clientes Premium
92,Miguel Campos,24,Feminino,SP,5398.12,Serviço,0,227.97,56,15,0,3,1,1,0.19370660775983878,-0.2934307645344742,Clientes em Risco
93,Manuela Correia,34,Masculino,SP,6294.33,Produto,30,315.13,56,12,0,3,0,2,1.7017310258875793,0.1677357302918599,Novatos em Potencial
94,Sra. Rafaela da Luz,27,Masculino,RS,8172.03,Ambos,9,151.46,10,7,0,2,0,3,-1.36572417116622,-0.38313136173217716,"Alto Valor, Baixo Engajamento"
95,Murilo Jesus,67,Feminino,PR,6373.7,Serviço,24,308.52,34,9,0,5,0,2,0.4945960504719987,-0.8326143513875272,Novatos em Potencial
96,Maria Isis Rocha,54,Masculino,PR,5561.98,Serviço,3,225.28,40,30,0,4,0,0,-0.2592918327213084,0.26230127670835435,Clientes Premium
97,Sabrina da Costa,60,Masculino,CE,6769.98,Produto,1,244.26,6,5,0,1,0,3,-1.8712790054555624,0.23803213318657068,"Alto Valor, Baixo Engajamento"
98,Dra. Maria Alice Campos,36,Feminino,RS,3821.27,Produto,1,401.95,3,22,0,5,1,0,-1.775301615340659,0.18980954221233884,Clientes Premium
99,Davi Lucca Fogaça,34,Masculino,MG,6904.02,Serviço,50,474.31,51,13,2,2,1,1,2.5235903192816265,1.636186212961147,Clientes em Risco
100,Fernanda Freitas,35,Masculino,PR,3342.01,Produto,9,232.78,53,25,1,3,0,0,0.6631105114277516,0.12677062835164374,Clientes Premium
101,Emanuel Barros,46,Feminino,CE,4958.2,Serviço,7,314.08,8,30,0,3,0,0,-1.3089108159019116,1.1476152694644557,Clientes Premium
102,Gabriela Castro,23,Feminino,SP,3661.59,Ambos,2,439.43,39,19,2,3,1,0,-0.27060778780340194,0.949429543065768,Clientes Premium
103,Dr. Diogo Moraes,66,Masculino,PR,6650.83,Serviço,17,397.62,44,15,0,4,0,2,0.5509779323790815,0.4415012723216556,Novatos em Potencial
104,Luana Cassiano,29,Feminino,BA,5024.29,Serviço,27,411.71,38,2,1,3,0,2,0.8615387556315673,-0.042325427808690703,Novatos em Potencial
105,Marcela Câmara,60,Feminino,DF,4521.55,Produto,2,402.48,7,9,0,4,0,3,-1.6355218856609137,-0.12449657701356186,"Alto Valor, Baixo Engajamento"
106,Leandro Sampaio,20,Feminino,DF,5648.33,Produto,2,284.38,30,3,1,5,0,3,-0.7889790038690241,-1.458114054249273,"Alto Valor, Baixo Engajamento"
107,Marcela Freitas,70,Masculino,CE,3363.56,Serviço,1,551.09,1,16,0,3,0,0,-1.8385693041181128,1.4069595037078697,Clientes Premium
108,Davi Carvalho,66,Masculino,CE,7409.85,Produto,1,156.4,4,29,1,3,0,0,-1.9173301519713242,0.4996745353647821,Clientes Premium
109,Nathan Mendes,25,Masculino,DF,3601.71,Serviço,2,298.94,2,22,0,2,0,0,-1.7738021538750122,0.8144633326613789,Clientes Premium
110,Matheus Garcia,44,Masculino,MG,6950.24,Ambos,1,282.35,6,14,0,5,0,3,-1.838895625179029,-0.5982950876609778,"Alto Valor, Baixo Engajamento"
111,Dra. Bruna Gonçalves,49,Feminino,RS,6227.68,Produto,45,462.95,60,13,0,5,0,2,2.666546886417929,0.2503025550518459,Novatos em Potencial
112,Davi Lucas Vargas,47,Masculino,PE,5489.93,Produto,9,239.17,36,27,0,1,0,1,-0.12219408582561651,1.3815598979680312,Clientes em Risco
113,Esther Fernandes,39,Masculino,CE,6118.22,Serviço,50,404.7,60,9,0,4,0,2,2.9081968788097785,0.08298414451793672,Novatos em Potencial
114,Henry Gabriel Moraes,27,Feminino,BA,2103.83,Serviço,17,131.1,29,17,3,4,0,0,0.13010995740890413,-1.4307670016948402,Clientes Premium
115,Maitê Pimenta,30,Masculino,CE,3563.11,Serviço,15,274.39,45,27,1,4,1,0,0.6525887581287398,0.12526259101630902,Clientes Premium
116,Davi Lucas Pereira,63,Masculino,BA,6715.32,Produto,51,280.81,59,15,0,5,0,2,2.8961146626564704,-0.5647586054866298,Novatos em Potencial
117,Gabriela Camargo,24,Feminino,MG,4395.35,Serviço,54,299.45,56,0,0,4,0,2,2.993783734710842,-1.2475183514664965,Novatos em Potencial
118,Sr. Raul Pimenta,22,Feminino,DF,5645.44,Produto,16,200.73,31,20,1,1,1,1,0.004220821503363829,0.7762035941874517,Clientes em Risco
119,Ana Sophia Nascimento,42,Feminino,RS,4782.48,Ambos,20,348.21,21,27,0,4,0,0,-0.10691814292114879,0.7279898498652112,Clientes Premium
120,Larissa da Rocha,58,Masculino,RJ,4313.6,Ambos,18,354.92,44,13,1,5,0,2,0.7029566436581411,-0.6017618646509417,Novatos em Potencial
121,Daniela Freitas,46,Masculino,BA,5139.31,Produto,11,418.02,11,1,1,3,1,3,-1.0624692249107353,-0.04185162525115078,"Alto Valor, Baixo Engajamento"
122,Ana Clara Vasconcelos,41,Feminino,MG,5947.25,Produto,4,306.52,28,18,0,4,0,0,-0.7358658353152834,0.039148305291948876,Clientes Premium
123,Jade Almeida,23,Masculino,CE,7902.29,Serviço,24,415.11,40,15,0,5,0,2,0.6965919107841677,0.3012527275755474,Novatos em Potencial
124,Heloísa Pires,58,Masculino,DF,7400.82,Produto,14,517.93,17,28,1,5,0,0,-0.6740087982373139,1.6319692396451115,Clientes Premium
125,João Vitor Silveira,28,Feminino,CE,4778.14,Ambos,3,417.16,5,20,1,5,0,0,-1.6400360669562806,0.26539365239861906,Clientes Premium
126,Sra. Giovanna da Mata,37,Masculino,PR,4684.55,Ambos,6,137.39,13,7,0,3,0,3,-1.235674708108069,-1.2938684668375318,"Alto Valor, Baixo Engajamento"
127,Alice da Luz,62,Feminino,SP,3481.73,Ambos,0,318.05,19,8,3,1,0,1,-1.2258514395864988,0.4169636258112095,Clientes em Risco
128,Dra. Maria Alice Duarte,56,Feminino,BA,6900.85,Ambos,31,230.77,48,24,1,4,0,2,1.4290325045034762,0.12181704695698602,Novatos em Potencial
129,Lavínia Cardoso,32,Masculino,SP,2359.53,Serviço,12,519.78,41,20,2,1,0,1,0.39527141251350384,2.1288793221227436,Clientes em Risco
130,Léo Porto,37,Feminino,BA,4852.78,Produto,28,266.13,51,23,2,2,0,1,1.487908067401183,0.8134396923276952,Clientes em Risco
131,Isaac Campos,65,Feminino,MG,1573.73,Produto,5,462.46,27,16,3,4,0,0,-0.5066972530283358,0.26161662249376416,Clientes Premium
132,Luara Rocha,34,Feminino,CE,1811.14,Ambos,52,228.07,59,23,0,5,0,2,3.1939962776191897,-0.9466965373781151,Novatos em Potencial
133,Eloah da Paz,22,Feminino,RJ,5518.78,Ambos,3,336.28,10,30,2,5,0,0,-1.4531861072575105,0.5146184109521372,Clientes Premium
134,Sr. Benicio da Cunha,68,Masculino,PR,4099.87,Produto,0,374.74,26,14,0,3,0,0,-0.942383053219168,0.35176831026034067,Clientes Premium
135,Bella Vasconcelos,55,Masculino,DF,2262.82,Ambos,20,364.26,25,21,1,3,1,0,0.1543858024680025,0.5456137145093288,Clientes Premium
136,Srta. Mariane Andrade,38,Masculino,PR,3344.21,Produto,39,263.54,59,20,1,5,0,2,2.4471421210419737,-0.7766860692342278,Novatos em Potencial
137,Sra. Alana Nascimento,59,Masculino,RS,5229.72,Produto,3,486.15,27,9,1,5,0,3,-0.7961340147104818,-0.012681592346776974,"Alto Valor, Baixo Engajamento"
138,Lorenzo da Costa,52,Feminino,PE,7053.16,Serviço,6,319.93,9,18,0,4,0,3,-1.4503744428258731,0.27981504595088513,"Alto Valor, Baixo Engajamento"
139,Sr. Lucas Oliveira,59,Feminino,CE,6290.75,Serviço,7,464.24,7,1,1,4,0,3,-1.476160474307925,-0.05542440664707493,"Alto Valor, Baixo Engajamento"
140,Raul Novais,33,Feminino,SP,7116.85,Produto,23,88.95,55,17,0,5,0,2,1.252991333875682,-1.5029084122553416,Novatos em Potencial
141,Raquel Alves,43,Feminino,SP,6772.13,Ambos,6,283.55,18,2,0,4,0,3,-1.1253986455748715,-0.9573785418868762,"Alto Valor, Baixo Engajamento"
142,Maria Alice Barros,21,Masculino,DF,8004.71,Produto,21,308.89,51,25,0,4,1,2,0.9953799129894154,0.7246768700666717,Novatos em Potencial
143,João Vitor Alves,31,Masculino,SP,6963.09,Ambos,13,339.68,38,10,1,4,0,3,0.06557191142257021,-0.14881458279106427,"Alto Valor, Baixo Engajamento"
144,João Guilherme Vargas,35,Feminino,SP,4970.56,Ambos,9,395.57,55,25,0,2,0,1,0.6857368301111842,1.6263069769827747,Clientes em Risco
145,Bryan Duarte,26,Masculino,SP,5768.13,Ambos,1,296.08,1,18,0,3,0,0,-1.9768709483510787,0.40389105144651244,Clientes Premium
146,Marina Pereira,26,Masculino,RJ,7245.36,Serviço,26,127.06,48,15,0,3,0,2,1.1130547255257923,-0.5706533332206056,Novatos em Potencial
147,Ana Cecília Aparecida,46,Masculino,DF,5733.2,Ambos,14,187.21,33,23,0,4,0,0,-0.007986602829757047,-0.3284046369549453,Clientes Premium
148,Theo Fernandes,37,Masculino,RJ,6494.74,Ambos,20,265.12,30,15,0,5,0,2,0.13324235290694922,-0.6894668241611537,Novatos em Potencial
149,Giovanna Carvalho,49,Masculino,PR,3028.55,Produto,28,360.49,46,10,0,4,1,2,1.3492648473665396,-0.487756365312721,Novatos em Potencial
150,Ana Beatriz Moreira,57,Feminino,CE,3369.0,Serviço,37,232.92,41,12,0,5,0,2,1.5880618540026936,-1.411951977616789,Novatos em Potencial
151,João Gabriel Carvalho,50,Masculino,DF,4785.94,Produto,27,175.77,39,27,0,4,0,2,0.9598627984566411,-0.2432623484490117,Novatos em Potencial
152,Ana Sophia Almeida,64,Masculino,PE,5114.95,Serviço,13,30.0,56,13,1,3,0,2,0.8470958220492625,-1.52357848342731,Novatos em Potencial
153,Luiz Felipe Barbosa,64,Feminino,CE,6029.18,Serviço,5,444.56,7,11,0,5,0,3,-1.5376765465964937,0.011613113537426153,"Alto Valor, Baixo Engajamento"
154,Maysa Brito,22,Feminino,MG,4775.34,Produto,6,273.48,6,3,1,4,0,3,-1.5152178093158741,-1.1704287686517678,"Alto Valor, Baixo Engajamento"
155,Dra. Lavínia da Cunha,53,Feminino,PE,3939.0,Ambos,4,230.9,4,21,0,2,1,0,-1.6170077826131288,0.41639435134631425,Clientes Premium
156,Dra. Bruna Fonseca,64,Feminino,CE,9748.28,Serviço,2,262.71,4,3,0,4,0,3,-2.0362052247409927,-0.6409549761092806,"Alto Valor, Baixo Engajamento"
157,Sarah Pinto,32,Feminino,PE,8289.94,Produto,6,270.12,55,3,0,4,0,3,0.2998930728015792,-0.8485834475708275,"Alto Valor, Baixo Engajamento"
158,Carlos Eduardo Gonçalves,53,Masculino,PR,6702.8,Serviço,39,181.45,50,19,1,5,0,2,1.913319288460584,-0.8781099225466342,Novatos em Potencial
159,Ian Carvalho,19,Feminino,MG,3055.46,Ambos,4,309.54,12,29,0,3,1,0,-1.2166650758324355,0.8215953412669484,Clientes Premium
160,Sra. Ana Lívia Novaes,54,Masculino,PE,1787.11,Produto,25,324.42,43,2,0,4,0,2,1.1031595097466185,-1.3303802076544478,Novatos em Potencial
161,Pietro Vargas,47,Feminino,SP,4626.19,Produto,5,294.27,22,24,0,5,0,0,-0.846382396329519,-0.21065014713525634,Clientes Premium
162,Maria Eduarda Freitas,27,Masculino,CE,3706.85,Produto,9,170.21,11,8,0,3,0,3,-1.108944577129555,-1.1580611180259939,"Alto Valor, Baixo Engajamento"
163,Luigi Câmara,44,Masculino,CE,5436.45,Ambos,6,409.27,18,11,1,3,0,3,-1.0230657261470322,0.541646358296178,"Alto Valor, Baixo Engajamento"
164,Clara Sousa,51,Feminino,RS,3252.05,Produto,19,299.6,43,19,0,1,1,1,0.765116797888151,0.9631721685663462,Clientes em Risco
165,Ana Cecília Martins,67,Masculino,MG,8046.25,Produto,4,364.67,9,0,0,3,0,3,-1.6499425997956143,-0.06228220612894648,"Alto Valor, Baixo Engajamento"
166,Henry Ribeiro,42,Feminino,PE,4223.86,Serviço,14,219.79,35,2,0,3,0,3,0.08303911478910485,-1.2211604512828609,"Alto Valor, Baixo Engajamento"
167,Brayan Casa Grande,19,Feminino,PE,6852.36,Produto,29,529.13,30,18,0,3,0,1,0.6179582198598674,1.8308102860155793,Clientes em Risco
168,Sofia Almeida,36,Feminino,BA,5055.38,Produto,6,315.28,8,5,0,5,0,3,-1.4340083823271033,-1.191215573973849,"Alto Valor, Baixo Engajamento"
169,Sofia Teixeira,23,Feminino,PR,3698.71,Produto,27,241.54,28,18,0,3,1,2,0.545487895478962,-0.14010294745250607,Novatos em Potencial
170,Ryan Pires,65,Masculino,DF,3342.83,Produto,7,234.58,22,2,1,4,0,3,-0.7579994375399755,-1.6426144307957542,"Alto Valor, Baixo Engajamento"
